name,happy,fear,angry,sad,surprise,Closeness_Score,Iteration,Emotion,ArtistName,
Time to Run,0.02,0.27,0.1,0.05,0.56,0.53,6,None,Lord Huron,
In the Wind,0.11,0.26,0.05,0.05,0.53,0.55,6,None,Lord Huron,
Wait by the River,0.04,0.08,0.04,0.17,0.67,0.73,6,None,Lord Huron,
The World Ender,0.09,0.26,0.06,0.34,0.26,0.305,7,None,Lord Huron,
Frozen Pines,0.11,0.17,0.11,0.28,0.33,0.315,7,None,Lord Huron,
Moonbeam,0.05,0.35,0.05,0.3,0.25,0.335,7,None,Lord Huron,
Mine Forever,0.12,0.24,0.04,0.2,0.4,0.335,7,None,Lord Huron,
Lonesome Dreams,0.08,0.19,0.02,0.28,0.43,0.375,7,None,Lord Huron,
I Lied,0.07,0.15,0.05,0.22,0.51,0.395,7,None,Lord Huron,
Louisa,0.19,0.14,0.06,0.33,0.28,0.395,7,None,Lord Huron,
Son of a Gun,0.27,0.24,0.12,0.21,0.15,0.435,7,None,Lord Huron,
Wait by the River,0.04,0.08,0.04,0.17,0.67,0.595,7,None,Lord Huron,
We Went Wild,0.47,0.24,0.06,0.18,0.06,0.655,7,None,Lord Huron,
Ends of the Earth,0.04,0.14,0.02,0.04,0.76,0.775,7,None,Lord Huron,
Mine Forever,0.12,0.24,0.04,0.2,0.4,0.305,8,None,Lord Huron,
Son of a Gun,0.27,0.24,0.12,0.21,0.15,0.3050001,8,None,Lord Huron,
Emerald Star,0.38,0.23,0.15,0.23,0,0.625,8,None,Lord Huron,
Secret of Life,0,0.35,0.12,0.27,0.25,0.33,9,None,Lord Huron,
Twenty Long Years,0,0.21,0.19,0.36,0.24,0.34,9,None,Lord Huron,
Moonbeam,0.05,0.35,0.05,0.3,0.25,0.36,9,None,Lord Huron,
Son of a Gun,0.27,0.24,0.12,0.21,0.15,0.43,9,None,Lord Huron,
Louisa,0.19,0.14,0.06,0.33,0.28,0.44,9,None,Lord Huron,
I Lied,0.07,0.15,0.05,0.22,0.51,0.44,9,None,Lord Huron,
When the Night Is Over,0.19,0.14,0.05,0.33,0.29,0.46,9,None,Lord Huron,
She Lit a Fire,0,0.19,0.07,0.07,0.67,0.6,9,None,Lord Huron,
We Went Wild,0.47,0.24,0.06,0.18,0.06,0.71,9,None,Lord Huron,
Frozen Pines,0.11,0.17,0.11,0.28,0.33,0.23,10,None,Lord Huron,
Moonbeam,0.05,0.35,0.05,0.3,0.25,0.29,10,None,Lord Huron,
Lonesome Dreams,0.08,0.19,0.02,0.28,0.43,0.29,10,None,Lord Huron,
Louisa,0.19,0.14,0.06,0.33,0.28,0.31,10,None,Lord Huron,
When the Night Is Over,0.19,0.14,0.05,0.33,0.29,0.33,10,None,Lord Huron,
I Lied,0.07,0.15,0.05,0.22,0.51,0.33,10,None,Lord Huron,
The Yawning Grave,0.04,0.39,0.04,0.25,0.29,0.34,10,None,Lord Huron,
Son of a Gun,0.27,0.24,0.12,0.21,0.15,0.4,10,None,Lord Huron,
Wait by the River,0.04,0.08,0.04,0.17,0.67,0.65,10,None,Lord Huron,
We Went Wild,0.47,0.24,0.06,0.18,0.06,0.68,10,None,Lord Huron,
Ends of the Earth,0.04,0.14,0.02,0.04,0.76,0.83,10,None,Lord Huron,
Moonbeam,0.05,0.35,0.05,0.3,0.25,0.2,11,None,Lord Huron,
The Yawning Grave,0.04,0.39,0.04,0.25,0.29,0.25,11,None,Lord Huron,
Lonesome Dreams,0.08,0.19,0.02,0.28,0.43,0.34,11,None,Lord Huron,
The Problem With Your Daughter,0.25,0.31,0.06,0.12,0.25,0.35,11,None,Lord Huron,
Son of a Gun,0.27,0.24,0.12,0.21,0.15,0.39,11,None,Lord Huron,
I Lied,0.07,0.15,0.05,0.22,0.51,0.42,11,None,Lord Huron,
Vide Noir,0.04,0.29,0.04,0.5,0.14,0.47,11,None,Lord Huron,
In the Wind,0.11,0.26,0.05,0.05,0.53,0.52,11,None,Lord Huron,
The Problem With Your Daughter,0.25,0.31,0.06,0.12,0.25,0.28,12,None,Lord Huron,
The Yawning Grave,0.04,0.39,0.04,0.25,0.29,0.32,12,None,Lord Huron,
Son of a Gun,0.27,0.24,0.12,0.21,0.15,0.34,12,None,Lord Huron,
I Lied,0.07,0.15,0.05,0.22,0.51,0.45,12,None,Lord Huron,
In the Wind,0.11,0.26,0.05,0.05,0.53,0.45,12,None,Lord Huron,
We Went Wild,0.47,0.24,0.06,0.18,0.06,0.6,12,None,Lord Huron,
Fool for Love,0.17,0.41,0.07,0.2,0.15,0.21,13,None,Lord Huron,
Your Other Life,0.18,0.29,0.18,0.18,0.18,0.22,13,None,Lord Huron,
Son of a Gun,0.27,0.24,0.12,0.21,0.15,0.3,13,None,Lord Huron,
Vide Noir,0.04,0.29,0.04,0.5,0.14,0.42,13,None,Lord Huron,
I Lied,0.07,0.15,0.05,0.22,0.51,0.55,13,None,Lord Huron,
We Went Wild,0.47,0.24,0.06,0.18,0.06,0.56,13,None,Lord Huron,
In the Wind,0.11,0.26,0.05,0.05,0.53,0.57,13,None,Lord Huron,
Your Other Life,0.18,0.29,0.18,0.18,0.18,0.27,14,None,Lord Huron,
Son of a Gun,0.27,0.24,0.12,0.21,0.15,0.31,14,None,Lord Huron,
The Yawning Grave,0.04,0.39,0.04,0.25,0.29,0.35,14,None,Lord Huron,
Vide Noir,0.04,0.29,0.04,0.5,0.14,0.47,14,None,Lord Huron,
I Lied,0.07,0.15,0.05,0.22,0.51,0.48,14,None,Lord Huron,
In the Wind,0.11,0.26,0.05,0.05,0.53,0.52,14,None,Lord Huron,
We Went Wild,0.47,0.24,0.06,0.18,0.06,0.57,14,None,Lord Huron,
Wait by the River,0.04,0.08,0.04,0.17,0.67,0.76,14,None,Lord Huron,
The Yawning Grave,0.04,0.39,0.04,0.25,0.29,0.29,15,None,Lord Huron,
Son of a Gun,0.27,0.24,0.12,0.21,0.15,0.37,15,None,Lord Huron,
I Lied,0.07,0.15,0.05,0.22,0.51,0.42,15,None,Lord Huron,
In the Wind,0.11,0.26,0.05,0.05,0.53,0.48,15,None,Lord Huron,
Vide Noir,0.04,0.29,0.04,0.5,0.14,0.51,15,None,Lord Huron,
We Went Wild,0.47,0.24,0.06,0.18,0.06,0.63,15,None,Lord Huron,
Wait by the River,0.04,0.08,0.04,0.17,0.67,0.7,15,None,Lord Huron,
Lonesome Dreams,0.08,0.19,0.02,0.28,0.43,0.33,16,None,Lord Huron,
I Lied,0.07,0.15,0.05,0.22,0.51,0.37,16,None,Lord Huron,
In the Wind,0.11,0.26,0.05,0.05,0.53,0.49,16,None,Lord Huron,
We Went Wild,0.47,0.24,0.06,0.18,0.06,0.62,16,None,Lord Huron,
Wait by the River,0.04,0.08,0.04,0.17,0.67,0.65,16,None,Lord Huron,
I Lied,0.07,0.15,0.05,0.22,0.51,0.395,17,None,Lord Huron,
Never Ever,0.32,0.27,0,0.14,0.27,0.425,17,None,Lord Huron,
Vide Noir,0.04,0.29,0.04,0.5,0.14,0.435,17,None,Lord Huron,
In the Wind,0.11,0.26,0.05,0.05,0.53,0.515,17,None,Lord Huron,
We Went Wild,0.47,0.24,0.06,0.18,0.06,0.645,17,None,Lord Huron,
Wait by the River,0.04,0.08,0.04,0.17,0.67,0.705,17,None,Lord Huron,
Where We Belong,0.14,0.32,0.11,0.25,0.18,0.13,1,None,Passion Pit,
Take a Walk,0.1,0.36,0.18,0.26,0.1,0.17,1,None,Passion Pit,
Hideaway,0.21,0.33,0.12,0.21,0.12,0.18,1,None,Passion Pit,
I'll Be Alright,0.15,0.3,0.19,0.33,0.04,0.2,1,None,Passion Pit,
Carried Away,0.09,0.25,0.15,0.38,0.12,0.24,1,None,Passion Pit,
Constant Conversations,0.2,0.34,0.03,0.31,0.11,0.28,1,None,Passion Pit,
Looks Like Rain,0.1,0.24,0.29,0.24,0.14,0.28,1,None,Passion Pit,
Little Secrets,0.15,0.18,0.15,0.24,0.29,0.3,1,None,Passion Pit,
Better Things,0.04,0.31,0.12,0.24,0.29,0.33,1,None,Passion Pit,
The Reeling,0.17,0.38,0.08,0.17,0.21,0.12,2,None,Passion Pit,
Hideaway,0.21,0.33,0.12,0.21,0.12,0.2,2,None,Passion Pit,
Better Things,0.04,0.31,0.12,0.24,0.29,0.27,2,None,Passion Pit,
Constant Conversations,0.2,0.34,0.03,0.31,0.11,0.28,2,None,Passion Pit,
Let Your Love Grow Tall,0.16,0.47,0.06,0.19,0.12,0.31,2,None,Passion Pit,
American Blood,0.18,0.47,0.06,0.24,0.06,0.34,2,None,Passion Pit,
Smile Upon Me,0.46,0.27,0.04,0.23,0,0.59,2,None,Passion Pit,
Carried Away,0.09,0.25,0.15,0.38,0.12,0.11,3,None,Passion Pit,
Whole Life Story,0.03,0.24,0.1,0.41,0.21,0.13,3,None,Passion Pit,
To Kingdom Come,0.02,0.24,0.11,0.41,0.22,0.16,3,None,Passion Pit,
My Brother Taught Me How to Swim,0.11,0.19,0.15,0.35,0.2,0.18,3,None,Passion Pit,
Dreams,0.12,0.25,0,0.38,0.25,0.2,3,None,Passion Pit,
Sleepyhead,0.07,0.13,0.13,0.47,0.2,0.28,3,None,Passion Pit,
Looks Like Rain,0.1,0.24,0.29,0.24,0.14,0.39,3,None,Passion Pit,
Cuddle Fuddle,0.06,0.12,0.06,0.42,0.33,0.39,3,None,Passion Pit,
Where the Sky Hangs,0.06,0.12,0.06,0.55,0.21,0.4,3,None,Passion Pit,
Moth's Wings,0.09,0.05,0.09,0.59,0.18,0.42,3,None,Passion Pit,
Better Things,0.04,0.31,0.12,0.24,0.29,0.19,4,None,Passion Pit,
Take a Walk,0.1,0.36,0.18,0.26,0.1,0.27,4,None,Passion Pit,
Hideaway,0.21,0.33,0.12,0.21,0.12,0.28,4,None,Passion Pit,
All I Want,0.08,0.5,0.08,0.25,0.08,0.32,4,None,Passion Pit,
Eyes as Candles,0.02,0.29,0.05,0.29,0.36,0.34,4,None,Passion Pit,
Sleepyhead,0.07,0.13,0.13,0.47,0.2,0.49,4,None,Passion Pit,
Make Light,0.04,0.32,0.07,0.54,0.04,0.52,4,None,Passion Pit,
Where the Sky Hangs,0.06,0.12,0.06,0.55,0.21,0.57,4,None,Passion Pit,
Moth's Wings,0.09,0.05,0.09,0.59,0.18,0.65,4,None,Passion Pit,
Smile Upon Me,0.46,0.27,0.04,0.23,0,0.67,4,None,Passion Pit,
My Brother Taught Me How to Swim,0.11,0.19,0.15,0.35,0.2,0.23,5,None,Passion Pit,
Whole Life Story,0.03,0.24,0.1,0.41,0.21,0.24,5,None,Passion Pit,
To Kingdom Come,0.02,0.24,0.11,0.41,0.22,0.27,5,None,Passion Pit,
Eyes as Candles,0.02,0.29,0.05,0.29,0.36,0.32,5,None,Passion Pit,
Looks Like Rain,0.1,0.24,0.29,0.24,0.14,0.36,5,None,Passion Pit,
Where the Sky Hangs,0.06,0.12,0.06,0.55,0.21,0.43,5,None,Passion Pit,
Moth's Wings,0.09,0.05,0.09,0.59,0.18,0.51,5,None,Passion Pit,
Whole Life Story,0.03,0.24,0.1,0.41,0.21,0.16,6,None,Passion Pit,
To Kingdom Come,0.02,0.24,0.11,0.41,0.22,0.17,6,None,Passion Pit,
Looks Like Rain,0.1,0.24,0.29,0.24,0.14,0.4,6,None,Passion Pit,
Cuddle Fuddle,0.06,0.12,0.06,0.42,0.33,0.42,6,None,Passion Pit,
All I Want,0.08,0.5,0.08,0.25,0.08,0.48,6,None,Passion Pit,
Constant Conversations,0.2,0.34,0.03,0.31,0.11,0.23,7,None,Passion Pit,
Cry Like a Ghost,0.03,0.32,0.03,0.48,0.13,0.27,7,None,Passion Pit,
All I Want,0.08,0.5,0.08,0.25,0.08,0.33,7,None,Passion Pit,
Hideaway,0.21,0.33,0.12,0.21,0.12,0.33,7,None,Passion Pit,
Dreams,0.12,0.25,0,0.38,0.25,0.34,7,None,Passion Pit,
Make Light,0.04,0.32,0.07,0.54,0.04,0.35,7,None,Passion Pit,
Eyes as Candles,0.02,0.29,0.05,0.29,0.36,0.37,7,None,Passion Pit,
To Kingdom Come,0.02,0.24,0.11,0.41,0.22,0.165,8,None,Passion Pit,
Dreams,0.12,0.25,0,0.38,0.25,0.205,8,None,Passion Pit,
Sleepyhead,0.07,0.13,0.13,0.47,0.2,0.285,8,None,Passion Pit,
Cuddle Fuddle,0.06,0.12,0.06,0.42,0.33,0.375,8,None,Passion Pit,
Where the Sky Hangs,0.06,0.12,0.06,0.55,0.21,0.385,8,None,Passion Pit,
Looks Like Rain,0.1,0.24,0.29,0.24,0.14,0.415,8,None,Passion Pit,
Moth's Wings,0.09,0.05,0.09,0.59,0.18,0.425,8,None,Passion Pit,
I'll Be Alright,0.15,0.3,0.19,0.33,0.04,0.24,9,None,Passion Pit,
Take a Walk,0.1,0.36,0.18,0.26,0.1,0.27,9,None,Passion Pit,
Looks Like Rain,0.1,0.24,0.29,0.24,0.14,0.34,9,None,Passion Pit,
Let Your Love Grow Tall,0.16,0.47,0.06,0.19,0.12,0.35,9,None,Passion Pit,
Little Secrets,0.15,0.18,0.15,0.24,0.29,0.36,9,None,Passion Pit,
American Blood,0.18,0.47,0.06,0.24,0.06,0.38,9,None,Passion Pit,
All I Want,0.08,0.5,0.08,0.25,0.08,0.4,9,None,Passion Pit,
Eyes as Candles,0.02,0.29,0.05,0.29,0.36,0.44,9,None,Passion Pit,
Hideaway,0.21,0.33,0.12,0.21,0.12,0.17,10,None,Passion Pit,
Take a Walk,0.1,0.36,0.18,0.26,0.1,0.22,10,None,Passion Pit,
Let Your Love Grow Tall,0.16,0.47,0.06,0.19,0.12,0.28,10,None,Passion Pit,
American Blood,0.18,0.47,0.06,0.24,0.06,0.31,10,None,Passion Pit,
All I Want,0.08,0.5,0.08,0.25,0.08,0.33,10,None,Passion Pit,
Looks Like Rain,0.1,0.24,0.29,0.24,0.14,0.35,10,None,Passion Pit,
Eyes as Candles,0.02,0.29,0.05,0.29,0.36,0.45,10,None,Passion Pit,
Smile Upon Me,0.46,0.27,0.04,0.23,0,0.54,10,None,Passion Pit,
Take a Walk,0.1,0.36,0.18,0.26,0.1,0.27,11,None,Passion Pit,
Somewhere Up There,0.24,0.38,0.06,0.21,0.12,0.28,11,None,Passion Pit,
Looks Like Rain,0.1,0.24,0.29,0.24,0.14,0.28,11,None,Passion Pit,
Little Secrets,0.15,0.18,0.15,0.24,0.29,0.3,11,None,Passion Pit,
Let Your Love Grow Tall,0.16,0.47,0.06,0.19,0.12,0.31,11,None,Passion Pit,
American Blood,0.18,0.47,0.06,0.24,0.06,0.34,11,None,Passion Pit,
All I Want,0.08,0.5,0.08,0.25,0.08,0.38,11,None,Passion Pit,
Eyes as Candles,0.02,0.29,0.05,0.29,0.36,0.48,11,None,Passion Pit,
Looks Like Rain,0.1,0.24,0.29,0.24,0.14,0.325,12,None,Passion Pit,
All I Want,0.08,0.5,0.08,0.25,0.08,0.345,12,None,Passion Pit,
Let Your Love Grow Tall,0.16,0.47,0.06,0.19,0.12,0.365,12,None,Passion Pit,
Eyes as Candles,0.02,0.29,0.05,0.29,0.36,0.365,12,None,Passion Pit,
Moth's Wings,0.09,0.05,0.09,0.59,0.18,0.615,12,None,Passion Pit,
Dreams,0.12,0.25,0,0.38,0.25,0.24,13,None,Passion Pit,
Eyes as Candles,0.02,0.29,0.05,0.29,0.36,0.31,13,None,Passion Pit,
American Blood,0.18,0.47,0.06,0.24,0.06,0.47,13,None,Passion Pit,
It Is Not Meant to Be,0.25,0.29,0,0.29,0.17,0.18,1,None,Tame Impala,
Apocalypse Dreams,0.29,0.29,0,0.21,0.21,0.28,1,None,Tame Impala,
Elephant,0.13,0.2,0.07,0.4,0.2,0.3,1,None,Tame Impala,
Music to Walk Home By,0.22,0.22,0.13,0.22,0.22,0.33,1,None,Tame Impala,
Solitude Is Bliss,0.39,0.25,0,0.18,0.18,0.34,1,None,Tame Impala,
Let It Happen,0.4,0.25,0,0.25,0.1,0.34,1,None,Tame Impala,
Lost in Yesterday,0.14,0.25,0.04,0.5,0.07,0.38,1,None,Tame Impala,
Be Above It,0.18,0,0,0.64,0.18,0.68,1,None,Tame Impala,
Let It Happen,0.4,0.25,0,0.25,0.1,0.01,2,None,Tame Impala,
Solitude Is Bliss,0.39,0.25,0,0.18,0.18,0.15,2,None,Tame Impala,
Why Won't They Talk to Me?,0.41,0.12,0.06,0.29,0.12,0.27,2,None,Tame Impala,
Apocalypse Dreams,0.29,0.29,0,0.21,0.21,0.29,2,None,Tame Impala,
Island Walking,0.38,0.38,0,0.12,0.12,0.29,2,None,Tame Impala,
'Cause I'm a Man,0.25,0.29,0.04,0.33,0.08,0.32,2,None,Tame Impala,
Borderline,0.35,0.38,0.02,0.12,0.13,0.35,2,None,Tame Impala,
Powerlines,0.35,0.38,0.02,0.12,0.13,0.35,2,None,Tame Impala,
Lost in Yesterday,0.14,0.25,0.04,0.5,0.07,0.57,2,None,Tame Impala,
Reality in Motion,0,0.29,0.05,0.54,0.12,0.79,2,None,Tame Impala,
Apocalypse Dreams,0.29,0.29,0,0.21,0.21,0.16,3,None,Tame Impala,
Keep on Lying,0.29,0.29,0,0.14,0.29,0.19,3,None,Tame Impala,
Solitude Is Bliss,0.39,0.25,0,0.18,0.18,0.2,3,None,Tame Impala,
Borderline,0.35,0.38,0.02,0.12,0.13,0.26,3,None,Tame Impala,
Powerlines,0.35,0.38,0.02,0.12,0.13,0.26,3,None,Tame Impala,
Mind Mischief,0.27,0.27,0.06,0.06,0.33,0.29,3,None,Tame Impala,
'Cause I'm a Man,0.25,0.29,0.04,0.33,0.08,0.33,3,None,Tame Impala,
Solitude Is Bliss,0.39,0.25,0,0.18,0.18,0.21,4,None,Tame Impala,
The Less I Know the Better,0.22,0.22,0.04,0.19,0.33,0.29,4,None,Tame Impala,
Keep on Lying,0.29,0.29,0,0.14,0.29,0.3,4,None,Tame Impala,
'Cause I'm a Man,0.25,0.29,0.04,0.33,0.08,0.3,4,None,Tame Impala,
Music to Walk Home By,0.22,0.22,0.13,0.22,0.22,0.3,4,None,Tame Impala,
Alter Ego,0.08,0.23,0.46,0.15,0.08,0.71,4,None,Tame Impala,
Music to Walk Home By,0.22,0.22,0.13,0.22,0.22,0.19,5,None,Tame Impala,
'Cause I'm a Man,0.25,0.29,0.04,0.33,0.08,0.25,5,None,Tame Impala,
The Less I Know the Better,0.22,0.22,0.04,0.19,0.33,0.28,5,None,Tame Impala,
Mind Mischief,0.27,0.27,0.06,0.06,0.33,0.37,5,None,Tame Impala,
Elephant,0.13,0.2,0.07,0.4,0.2,0.38,5,None,Tame Impala,
Forty One Mosquitoes Flying in Formation,0.05,0.25,0.3,0.2,0.2,0.5,5,None,Tame Impala,
"New Person, Same Old Mistakes",0.04,0.2,0.11,0.46,0.2,0.57,5,None,Tame Impala,
Elephant,0.13,0.2,0.07,0.4,0.2,0.13,6,None,Tame Impala,
Expectation,0.06,0.22,0.06,0.31,0.36,0.3,6,None,Tame Impala,
"New Person, Same Old Mistakes",0.04,0.2,0.11,0.46,0.2,0.32,6,None,Tame Impala,
Patience,0.09,0.41,0.05,0.23,0.23,0.34,6,None,Tame Impala,
On Track,0.14,0.44,0.06,0.28,0.08,0.39,6,None,Tame Impala,
Breathe Deeper,0.09,0.16,0.09,0.53,0.12,0.44,6,None,Tame Impala,
Lost in Yesterday,0.14,0.25,0.04,0.5,0.07,0.45,6,None,Tame Impala,
"New Person, Same Old Mistakes",0.04,0.2,0.11,0.46,0.2,0.24,7,None,Tame Impala,
Expectation,0.06,0.22,0.06,0.31,0.36,0.3,7,None,Tame Impala,
Breathe Deeper,0.09,0.16,0.09,0.53,0.12,0.36,7,None,Tame Impala,
Lost in Yesterday,0.14,0.25,0.04,0.5,0.07,0.37,7,None,Tame Impala,
Patience,0.09,0.41,0.05,0.23,0.23,0.42,7,None,Tame Impala,
Sundown Syndrome,0.13,0.15,0.22,0.37,0.13,0.27,8,None,Tame Impala,
Expectation,0.06,0.22,0.06,0.31,0.36,0.32,8,None,Tame Impala,
Breathe Deeper,0.09,0.16,0.09,0.53,0.12,0.34,8,None,Tame Impala,
Lost in Yesterday,0.14,0.25,0.04,0.5,0.07,0.35,8,None,Tame Impala,
The Less I Know the Better,0.22,0.22,0.04,0.19,0.33,0.27,9,None,Tame Impala,
Patience,0.09,0.41,0.05,0.23,0.23,0.3,9,None,Tame Impala,
Lucidity,0.08,0.31,0.23,0.23,0.15,0.37,9,None,Tame Impala,
Forty One Mosquitoes Flying in Formation,0.05,0.25,0.3,0.2,0.2,0.41,9,None,Tame Impala,
Lost in Yesterday,0.14,0.25,0.04,0.5,0.07,0.43,9,None,Tame Impala,
Be Above It,0.18,0,0,0.64,0.18,0.73,9,None,Tame Impala,
Patience,0.09,0.41,0.05,0.23,0.23,0.32,10,None,Tame Impala,
Lucidity,0.08,0.31,0.23,0.23,0.15,0.39,10,None,Tame Impala,
Forty One Mosquitoes Flying in Formation,0.05,0.25,0.3,0.2,0.2,0.41,10,None,Tame Impala,
Lost in Yesterday,0.14,0.25,0.04,0.5,0.07,0.49,10,None,Tame Impala,
One More Year,0.13,0.68,0,0.16,0.03,0.67,10,None,Tame Impala,
One More Hour,0.13,0.68,0,0.16,0.03,0.67,10,None,Tame Impala,
Lucidity,0.08,0.31,0.23,0.23,0.15,0.32,11,None,Tame Impala,
Forty One Mosquitoes Flying in Formation,0.05,0.25,0.3,0.2,0.2,0.34,11,None,Tame Impala,
Expectation,0.06,0.22,0.06,0.31,0.36,0.37,11,None,Tame Impala,
Lost in Yesterday,0.14,0.25,0.04,0.5,0.07,0.44,11,None,Tame Impala,
One More Year,0.13,0.68,0,0.16,0.03,0.7,11,None,Tame Impala,
One More Hour,0.13,0.68,0,0.16,0.03,0.7,11,None,Tame Impala,
'Cause I'm a Man,0.25,0.29,0.04,0.33,0.08,0.32,12,None,Tame Impala,
On Track,0.14,0.44,0.06,0.28,0.08,0.33,12,None,Tame Impala,
Lost in Yesterday,0.14,0.25,0.04,0.5,0.07,0.35,12,None,Tame Impala,
Breathe Deeper,0.09,0.16,0.09,0.53,0.12,0.5,12,None,Tame Impala,
Reality in Motion,0,0.29,0.05,0.54,0.12,0.51,12,None,Tame Impala,
Alter Ego,0.08,0.23,0.46,0.15,0.08,0.61,12,None,Tame Impala,
Be Above It,0.18,0,0,0.64,0.18,0.81,12,None,Tame Impala,
On Track,0.14,0.44,0.06,0.28,0.08,0.31,13,None,Tame Impala,
Lost in Yesterday,0.14,0.25,0.04,0.5,0.07,0.43,13,None,Tame Impala,
Reality in Motion,0,0.29,0.05,0.54,0.12,0.45,13,None,Tame Impala,
Breathe Deeper,0.09,0.16,0.09,0.53,0.12,0.52,13,None,Tame Impala,
One More Year,0.13,0.68,0,0.16,0.03,0.61,13,None,Tame Impala,
One More Hour,0.13,0.68,0,0.16,0.03,0.61,13,None,Tame Impala,
Karma,0.23,0.27,0.05,0.27,0.18,0.15,1,None,Taylor Swift,
Vigilante Shit,0.23,0.23,0.06,0.23,0.26,0.16,1,None,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.18,1,None,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.18,1,None,Taylor Swift,
Ours,0.21,0.24,0.08,0.3,0.17,0.19,1,None,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.19,1,None,Taylor Swift,
gold rush,0.26,0.19,0.08,0.19,0.28,0.19,1,None,Taylor Swift,
Back to December,0.26,0.21,0.02,0.23,0.28,0.19,1,None,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.21,1,None,Taylor Swift,
Love Story,0.26,0.15,0.15,0.24,0.21,0.22,1,None,Taylor Swift,
My Boy Only Breaks His Favorite Toys,0.27,0.3,0,0.24,0.19,0.23,1,None,Taylor Swift,
Lover,0.24,0.28,0.03,0.31,0.14,0.23,1,None,Taylor Swift,
Dancing With Our Hands Tied,0.28,0.2,0.08,0.32,0.12,0.23,1,None,Taylor Swift,
Teardrops on My Guitar,0.27,0.3,0,0.27,0.17,0.24,1,None,Taylor Swift,
coney island,0.19,0.23,0.07,0.35,0.16,0.25,1,None,Taylor Swift,
Invisible,0.32,0.24,0,0.28,0.16,0.25,1,None,Taylor Swift,
22,0.22,0.36,0.06,0.17,0.19,0.27,1,None,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.27,1,None,Taylor Swift,
Fresh Out the Slammer,0.26,0.37,0.04,0.22,0.11,0.27,1,None,Taylor Swift,
'tis the damn season,0.19,0.19,0.03,0.42,0.16,0.28,1,None,Taylor Swift,
the lakes,0.16,0.32,0.06,0.26,0.19,0.28,1,None,Taylor Swift,
You Belong With Me,0.44,0.18,0.04,0.22,0.11,0.28,1,None,Taylor Swift,
...Ready for It?,0.25,0.11,0.07,0.36,0.21,0.29,1,None,Taylor Swift,
cowboy like me,0.23,0.37,0.05,0.14,0.21,0.31,1,None,Taylor Swift,
tolerate it,0.23,0.14,0.14,0.19,0.3,0.31,1,None,Taylor Swift,
Begin Again,0.21,0.15,0.03,0.23,0.38,0.31,1,None,Taylor Swift,
Mary's Song (Oh My My My),0.5,0.1,0.05,0.2,0.15,0.39,1,None,Taylor Swift,
The Way I Loved You,0.47,0.07,0.03,0.22,0.21,0.41,1,None,Taylor Swift,
Fortnight,0.15,0.18,0.03,0.49,0.15,0.41,1,None,Taylor Swift,
Tim McGraw,0.22,0.48,0.02,0.22,0.07,0.44,1,None,Taylor Swift,
Superman,0.26,0.16,0.32,0.09,0.18,0.46,1,None,Taylor Swift,
Super Bass,0.26,0.16,0.32,0.09,0.18,0.46,1,None,Taylor Swift,
Down Bad,0.5,0.15,0.1,0.25,0,0.55,1,None,Taylor Swift,
ME!,0.19,0.03,0.04,0.19,0.55,0.63,1,None,Taylor Swift,
'tis the damn season,0.19,0.19,0.03,0.42,0.16,0.24,2,None,Taylor Swift,
Fortnight,0.15,0.18,0.03,0.49,0.15,0.25,2,None,Taylor Swift,
Peter,0.18,0.12,0.12,0.44,0.15,0.28,2,None,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.29,2,None,Taylor Swift,
coney island,0.19,0.23,0.07,0.35,0.16,0.31,2,None,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.32,2,None,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.32,2,None,Taylor Swift,
Ours,0.21,0.24,0.08,0.3,0.17,0.37,2,None,Taylor Swift,
Tied Together With a Smile,0.23,0.11,0.03,0.4,0.23,0.39,2,None,Taylor Swift,
the lakes,0.16,0.32,0.06,0.26,0.19,0.105,3,None,Taylor Swift,
The Story of Us,0.15,0.33,0.03,0.24,0.24,0.155,3,None,Taylor Swift,
State of Grace,0.17,0.28,0.05,0.33,0.17,0.165,3,None,Taylor Swift,
Ours,0.21,0.24,0.08,0.3,0.17,0.175,3,None,Taylor Swift,
How Did It End?,0.17,0.21,0.04,0.33,0.25,0.185,3,None,Taylor Swift,
Vigilante Shit,0.23,0.23,0.06,0.23,0.26,0.185,3,None,Taylor Swift,
Why She Disappeared,0.17,0.28,0.14,0.25,0.17,0.185,3,None,Taylor Swift,
coney island,0.19,0.23,0.07,0.35,0.16,0.215,3,None,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.215,3,None,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.215,3,None,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.215,3,None,Taylor Swift,
I Can Do It With a Broken Heart,0.15,0.18,0.09,0.31,0.27,0.215,3,None,Taylor Swift,
Blank Space,0.17,0.29,0.05,0.18,0.31,0.245,3,None,Taylor Swift,
